NO,名称,名称_カナ,住所,方書,緯度,経度,標高,電話番号,内線番号,市区町村コード,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,備考
283,介護付有料老人ホームアグリ大東結,,川久保１１３６－１,,34.6859082,138.0533223,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
284,嶺向公会堂,,上土方嶺向４９８－１,,34.7040104,138.0407846,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
285,下北公会堂,,下土方１５２－１,,34.7037458,138.0458285,,,,,静岡県,掛川市,0,1,,1,0,,,,,,,,
286,大坪台集会所,,大坪台８２,,34.711204,138.039619,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
287,上土方ｺﾐｭﾆﾃｨｾﾝﾀｰ,,入山瀬３２５,,34.7197655,138.027305,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
288,上土方南公会堂,,上土方３１５－１,,34.7124867,138.0349659,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
289,今滝公会堂,,今滝２６４－１,,34.7090207,138.0270794,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
290,小貫公会堂,,小貫３８４－１,,34.7160885,138.047812,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
291,佐束公民館,,中方５７３－１,,34.7157313,138.056058,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
292,高瀬農業構造改善ｾﾝﾀｰ,,高瀬１５０１－２,,34.7253031,138.047446,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
293,高瀬ガーデンヒル集会場,,高瀬２１３０外,,34.7218466,138.0519816,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
294,岩滑公会堂,,岩滑１３６７,,34.7026263,138.0668108,,,,,静岡県,掛川市,0,1,,1,0,,,,,,,,
295,中方農業構造改善ｾﾝﾀｰ,,中方３５４－１,,34.7115737,138.0584532,,,,,静岡県,掛川市,0,1,,1,0,,,,,,,,
296,西之谷集会所,,西之谷７２５,,34.6967066,138.0641958,,,,,静岡県,掛川市,1,0,,1,0,,,,,,,,
297,毛森集会所,,中４５７６－１,,34.6937789,138.0547758,,,,,静岡県,掛川市,0,1,,1,0,,,,,,,,
298,睦三会館,,中５９８９－１,,34.697708,138.0581279,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
299,中地区ｺﾐｭﾆﾃｨ防災ｾﾝﾀｰ,,中３８９１－１,,34.684593,138.0602862,,,,,静岡県,掛川市,0,1,,0,0,,,,,,,,
300,公文公会堂,,中２９８０,,34.6844383,138.0621172,,,,,静岡県,掛川市,0,1,,0,0,,,,,,,,
301,下方公会堂,,中３５２６－１,,34.681779,138.0626643,,,,,静岡県,掛川市,0,1,,0,0,,,,,,,,
302,高塚農事集会所,,中２８１,,34.6795605,138.061336,,,,,静岡県,掛川市,0,1,,0,0,,,,,,,,
303,満勝寺駐車場,,中３５２９,,34.6809069,138.0626631,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
304,毛森山,,,,34.6953042,138.056866,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
305,川原町公会堂,,西大渕５７０１,,34.6810957,137.9888794,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
306,浄泉寺,,西大渕５７３４,,34.6807339,137.992636,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
307,松室神社,,西大渕５７４９,,34.6817412,137.9904314,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
308,汐見ヶ丘公民館,,西大渕５９２５－２,,34.6844739,137.9890823,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
309,大須賀運動場,,西大渕６２２０－１,,34.6874943,137.9915689,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
310,十六軒町公会堂,,横須賀１０７８－２,,34.681686,137.985893,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
311,西大谷公会堂,,西大渕６３９３－５,,34.6925444,137.9863528,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
312,東本町公民館,,横須賀５８６,,34.6819893,137.9823194,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
313,中本町公民館,,横須賀１４５４,,34.6815525,137.9813459,,,,,静岡県,掛川市,0,1,,1,0,,,,,,,,
314,いろは公園,,横須賀１４５０－１,,34.681431,137.9810862,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
315,西本町公会堂,,西大渕５３１３,,34.6820709,137.9792654,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
316,長円寺,,西大渕５５２０,,34.6838617,137.9793591,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
317,沢上町公民館,,西大渕５５２５－８,,34.6845556,137.9801842,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
318,めじろ台公園,,横須賀７２１,,34.6880329,137.9830788,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
319,水神宮御拝殿前,,横須賀４２５,,34.6845172,137.9761466,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
320,横須賀城跡地,,,,34.6852977,137.9708914,,,,,静岡県,掛川市,0,0,,1,1,,,,,,,,
321,元富士電気空き地,,,,34.6850233,137.9726545,,,,,静岡県,掛川市,0,0,,1,1,,,,,,,,
322,石津八幡神社,,山﨑５１３,,34.6872325,137.9576122,,,,,静岡県,掛川市,1,0,,1,0,,,,,,,,
323,横砂公会堂,,山崎５９４１－８,,34.6857535,137.9662625,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
324,小谷田公会堂,,山崎１３８６－１,,34.6872847,137.9689114,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
325,清ヶ谷公会堂,,山崎２８９３,,34.6950121,137.9691174,,,,,静岡県,掛川市,0,1,,0,0,,,,,,,,
326,屋台小屋北側空地,,山﨑２８４５－１,,34.6943277,137.968412,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
327,本谷公民館,,山崎６０１１－３,,34.7247751,137.9899482,,,,,静岡県,掛川市,1,0,,1,0,,,,,,,,
328,西田町公民館,,西大渕４２２６,,34.6835132,137.973244,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
329,大工町ゲートボール場,,西大渕５２８８－３南側,,34.6809929,137.9775066,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
330,雇用促進住宅大須賀宿舎集会所,,西大渕４３４０－３,,34.680904,137.9747056,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
331,今沢公民館,,西大渕１６６１－１,,34.6742618,137.9730589,,,,,静岡県,掛川市,1,0,,1,0,,,,,,,,
332,川原崎公会堂,,西大渕４３０６－１０,,34.6801567,137.9745467,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
333,雇用促進住宅大須賀宿舎３階,,西大渕４３０６－９,,34.6806652,137.9751344,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
334,洋望台１号公園,,洋望台３－３,,34.6816861,137.989901,,,,,静岡県,掛川市,0,0,,1,1,,,,,,,,
335,野賀区公民館,,大渕１３５６３－２,,34.6729416,138.0235845,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
336,野賀区ゲートボール場,,大渕１３５８０西側,,34.6727675,138.0231611,,,,,静岡県,掛川市,0,0,,1,1,,,,,,,,
337,熊野神社,,大渕１４２９０,,34.6728923,138.0301242,,,,,静岡県,掛川市,0,0,,1,1,,,,,,,,
338,岡原公民館,,大渕１２０７６－２,,34.6753421,138.0115717,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
339,コミュニティセンター「はまかぜ」,,大渕５１６８－１,,34.6702898,138.0120106,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
340,新明園,,大渕１２６７７,,34.6721024,138.0171412,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
341,クロネコヤマト掛川大東センター北,,大渕１３２１４－１,,34.6752191,138.0213358,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
342,東大谷公民館,,大渕１１４２０－１,,34.6909928,138.0094195,,,,,静岡県,掛川市,1,1,,1,0,,,,,,,,
343,野中公民館,,大渕１０８１０－２,,34.6768831,138.0024619,,,,,静岡県,掛川市,1,1,,1,1,,,,,,,,
344,岩瀬造園前,,大渕１０６１９－２　,,34.6812529,138.0002325,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
345,藤塚公民館,,大渕７３３３－１,,34.6733722,138.004905,,,,,静岡県,掛川市,1,1,,0,0,,,,,,,,
346,藤塚公園,,大渕７３３３西側広場,,34.6733344,138.0045349,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
347,高室神社,,大渕７３６５,,34.674263,138.0055263,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
348,岡原区高台,,,,34.6760542,138.0183733,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
349,雨垂公民館,,大渕８３４３－１,,34.6710306,138.0021675,,,,,静岡県,掛川市,1,0,,1,1,,,,,,,,
350,花屋敷区公園,,上西郷１８４３－４２,,34.7998519,138.0156579,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
351,津波避難タワー「国安・千浜西」,,国安１３４２,,34.6585904,138.0687924,,,,,静岡県,掛川市,0,0,,1,1,,,,,,,,
352,津波避難タワー「菊浜」,,菊浜４３４－１,,34.6608944,138.0608058,,,,,静岡県,掛川市,0,0,,1,1,,,,,,,,
353,矢崎部品(株)大浜工場厚生棟屋上,,国包１３６０,,34.6677449,138.0656478,,,,,静岡県,掛川市,0,0,,1,1,,,,,,,,
354,倉敷繊維加工（株)静岡工場　津波避難施設,,浜川新田２０５２　,,34.6522566,138.0531447,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
355,三笠製薬(株)掛川工場　第五工場棟,,国安２６７９　,,34.653332,138.0583664,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
356,津波避難タワー「今沢」,,西大渕１５６３－１,,34.6744316,137.9731188,,,,,静岡県,掛川市,0,0,,1,1,,,,,,,,
357,介護老人保健施設あおばケアガーデン,,大渕４３４５　,,34.6694151,138.0164107,,,,,静岡県,掛川市,1,0,,0,1,,,,,,,,
358,ダイトーケミックス（株）静岡工場 本館,,浜野３１１０,,34.657856,138.030766,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
359,藤森工業（株）掛川事業所 FB工場棟,,菊浜６３０,,34.657924,138.060777,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
360,メルクパフォーマンスマテリアルズ合同会社,,千浜３３３０－１,,34.666884,138.07333,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
361,介護老人福祉施設くにやす苑,,国安１７１７－１,,34.655907,138.066376,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
362,焼津水産化学工業（株）大東第1工場第2プラント,,国安３０００－１,,34.651437,138.066478,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
363,（株）エス・テック 工場棟,,国安２４－２１,,34.669293,138.076918,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
364,（株）キャタラー 東側高台,,千浜８０９０－２６,,34.648377,138.078633,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
365,磐田化学工業（株） 大須賀工場 造粒工場棟,,山崎２４６４,,34.690956,137.967371,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
366,SPOONⅢ（アパート）,,西大渕４２８８－１,,34.680996,137.971505,,,,,静岡県,掛川市,0,0,,0,1,,,,,,,,
367,神代地自主防災会避難所,,南２－９５,,34.767387,138.017378,,,,,静岡県,掛川市,1,0,,1,0,,,,,,,,
368,掛川市美感ホール,,亀の甲１－１３－７,,34.767043,138.011541,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
369,掛川市文化会館シオーネ,,大坂７３７３,,34.684543,138.051893,,,,,静岡県,掛川市,0,0,,1,0,,,,,,,,
370,掛川市立西中学校,,下俣１００７－１,,34.7734763,138.0001828,,,,,静岡県,掛川市,1,0,,0,0,,,,,4126,,,
371,静岡県立掛川工業高校,,葵町１５－１,,34.7704382,138.0282913,,,,,静岡県,掛川市,1,0,,0,0,,,,,1175,,,
372,静岡県立掛川東高校,,南西郷１３５７,,34.7600135,138.0049271,,,,,静岡県,掛川市,1,0,,1,0,,,,,920,,,
373,掛川市立上内田小学校,,上内田３３２５,,34.7475858,138.0422263,,,,,静岡県,掛川市,1,0,,1,0,,,,,668,,,
374,掛川市立東中学校,,葛川１０３９,,34.7797034,138.0242159,,,,,静岡県,掛川市,0,1,,1,0,,,,,1414,,,
375,掛川市立西山口小学校,,成滝１４５,,34.7785068,138.0360873,,,,,静岡県,掛川市,1,0,,0,0,,,,,896,,,
376,掛川市立日坂小学校,,大野３－１,,34.8026828,138.0729398,,,,,静岡県,掛川市,0,0,,1,0,,,,,596,,,
377,掛川市東山地域生涯学習センター,,東山１２６５－２　,,34.8365271,138.0772019,,,,,静岡県,掛川市,0,0,,0,0,,,,,56,,,
378,掛川市立城北小学校,,水垂１７８,,34.7858313,138.0170363,,,,,静岡県,掛川市,0,0,,1,0,,,,,4630,,,
379,掛川市立倉真小学校,,倉真３７７４　,,34.8170359,138.03636,,,,,静岡県,掛川市,1,1,,0,0,,,,,538,,,
380,掛川市立北中学校,,上西郷２２０－２,,34.7920046,138.0162389,,,,,静岡県,掛川市,1,1,,1,0,,,,,1656,,,
381,掛川市立西郷小学校,,上西郷２６０６－２,,34.8062994,138.012994,,,,,静岡県,掛川市,1,1,,1,0,,,,,921,,,
382,掛川市さくら咲く学校,,萩間４２３,,34.865747,138.0193245,,,,,静岡県,掛川市,0,0,,1,0,,,,,419,,,
383,掛川市立原田小学校,,原里１６２３－１,,34.8392303,137.9664243,,,,,静岡県,掛川市,1,0,,0,0,,,,,470,,,
384,掛川市立原谷小学校,,本郷５６１－１,,34.8062699,137.9539584,,,,,静岡県,掛川市,1,0,,1,0,,,,,807,,,
385,掛川市立桜木小学校,,下垂木１４７２－１,,34.7945051,137.9857146,,,,,静岡県,掛川市,1,1,,1,0,,,,,1261,,,
386,掛川市立曽我小学校,,領家３８４　,,34.7635094,137.9759633,,,,,静岡県,掛川市,0,1,,1,0,,,,,526,,,
387,掛川市立曽我小学校２階,,領家３８４　,,34.7635094,137.9759633,,,,,静岡県,掛川市,1,0,,0,0,,,,,526,,,
388,掛川市立千浜小学校,,千浜５８４９,,34.6591296,138.07464,,,,,静岡県,掛川市,0,0,,0,1,,,,,1304,,,
389,掛川市立大浜中学校,,大坂１１４７　,,34.6668448,138.0460797,,,,,静岡県,掛川市,1,0,,1,1,,,,,1473,,,
390,掛川市立大坂小学校,,大坂５６６７,,34.6754852,138.0469057,,,,,静岡県,掛川市,1,0,,0,1,,,,,904,,,
391,掛川市立佐束小学校,,小貫１４７４,,34.7164503,138.0530605,,,,,静岡県,掛川市,1,0,,0,0,,,,,512,,,
392,掛川市立大須賀中学校,,横須賀１００７,,34.6863259,137.9874059,,,,,静岡県,掛川市,0,0,,1,1,,,,,1115,,,
393,静岡県立横須賀高校,,横須賀１４９１－１,,34.6828807,137.982273,,,,,静岡県,掛川市,1,0,,1,1,,,,,1226.2899,,,
394,三五教,,横須賀７２５－８,,34.6893077,137.9782278,,,,,静岡県,掛川市,0,1,,1,1,,,,,269.3121667,,,
395,掛川市立横須賀小学校,,横須賀１１１０,,34.6795853,137.9847266,,,,,静岡県,掛川市,1,0,,1,1,,,,,721.9748667,,,
396,掛川市立大渕小学校,,大渕５６０２　,,34.6719948,138.0127648,,,,,静岡県,掛川市,1,0,,1,1,,,,,543.6476,,,
397,大渕農村環境改善センター（アイク）,,大渕６８８１－２,,34.6732163,138.0095237,,,,,静岡県,掛川市,1,0,,0,0,,,,,222.6618333,,,
398,掛川市南体育館,,大渕１４２３４－１　,,34.672692,138.0282,,,,,静岡県,掛川市,0,0,,0,0,,,,,484.4,,,
399,掛川市大東保健センター,,三俣６２０,,34.666401,138.055336,,,,,静岡県,掛川市,0,0,,0,0,,,,,,,,
400,掛川市大須賀中央公民館,,西大渕１００,,34.686268,137.973772,,,,,静岡県,掛川市,0,1,,0,0,,,,,351.2175,,,
401,掛川市立土方小学校,,上土方２８６－１,,34.707558,138.041559,,,,,静岡県,掛川市,0,0,,0,0,,,,,536.8341333,,,
402,掛川市立城東中学校,,下土方６８０,,34.710376,138.046163,,,,,静岡県,掛川市,0,0,,0,0,,,,,802.8802333,,,
403,掛川市大東北公民館,,下土方２６７－１,,34.703446,138.047541,,,,,静岡県,掛川市,0,0,,0,0,,,,,263,,,
404,掛川市立中小学校,,中３０８０,,34.688422,138.059592,,,,,静岡県,掛川市,0,0,,0,0,,,,,401.12337,,,
405,掛川市立和田岡小学校,,吉岡６３９－２,,34.7846,137.955155,,,,,静岡県,掛川市,0,0,,0,0,,,,,663,,,
406,静岡県総合教育センター,,富部４５６,,34.787112,137.970239,,,,,静岡県,掛川市,0,0,,0,0,,,,,,,,
407,掛川市立桜が丘中学校,,富部７１６,,34.782477,137.975059,,,,,静岡県,掛川市,0,0,,0,0,,,,,1379,,,
408,掛川市立第二小学校,,大池４３８－１,,34.77449,137.994156,,,,,静岡県,掛川市,0,0,,0,0,,,,,868,,,
409,静岡県立掛川西高校,,城西１－１－６,,34.775615,138.012476,,,,,静岡県,掛川市,0,0,,0,0,,,,,1215,,,
410,掛川市立第一小学校,,掛川１１０８－１,,34.776212,138.016793,,,,,静岡県,掛川市,0,0,,0,0,,,,,1337,,,
411,掛川市総合福祉センター,,掛川９１０－１,,34.777057,138.021321,,,,,静岡県,掛川市,0,0,,0,0,,,,,325,,,
412,掛川市立栄川中学校,,本所５３８,,34.782962,138.059925,,,,,静岡県,掛川市,0,0,,0,0,,,,,834,,,
413,掛川市たまりーな,,満水１６５２　　,,34.774854,138.059951,,,,,静岡県,掛川市,0,0,,0,0,,,,,,,,
414,掛川市立原野谷中学校,,寺島１５,,34.822108,137.955458,,,,,静岡県,掛川市,0,0,,0,0,,,,,887,,,
415,掛川市立中央小学校,,下俣６３３,,34.770006,138.005393,,,,,静岡県,掛川市,0,0,,0,0,,,,,1088,,,
416,掛川市千浜農村環境改善センター,,千浜４００２,,,,,,,,静岡県,掛川市,0,0,,0,0,,,,,,,,
417,家代の里学習館プラザ,,家代の里２丁目４－１,,34.789962,137.978078,,,,,静岡県,掛川市,1,0,,1,0,,,,,,,,
418,三浦製材所,,日坂１２,,34.800982,138.075515,,,,,静岡県,掛川市,0,1,,1,0,,,,,,,,
